detector_id,detector_name,severity,bioguide_id,member_name,party,state,district,quarter,description,amount,vendor_name,extra_json
I,Round number clustering,LOW,M001215,Mariannette Miller-Meeks,R,IA,,,"2 round-dollar payments to LEIDOS DIGITAL SOLUTIONS INC, total $13,000",13000.0,LEIDOS DIGITAL SOLUTIONS INC,"{""round_payment_count"": 2, ""quarters"": ""2025Q1, 2025Q4"", ""amounts_sample"": ""$3,000, $10,000""}"
I,Round number clustering,LOW,J000288,"Henry C. ""Hank"" Johnson, Jr.",D,GA,,,"2 round-dollar payments to STEVENS KIMBERLY, total $11,000",11000.0,STEVENS KIMBERLY,"{""round_payment_count"": 2, ""quarters"": ""2025Q2, 2025Q3"", ""amounts_sample"": ""$5,500, $5,500""}"
I,Round number clustering,LOW,L000266,Jake LaTurner,R,KS,,,"2 round-dollar payments to HOLTZMAN VOGEL PLLC, total $10,000",10000.0,HOLTZMAN VOGEL PLLC,"{""round_payment_count"": 2, ""quarters"": ""2024Q4, 2025Q1"", ""amounts_sample"": ""$2,500, $7,500""}"
I,Round number clustering,LOW,B001322,Michael Baumgartner,R,WA,,,"2 round-dollar payments to CRITICAL MENTION INC, total $8,500",8500.0,CRITICAL MENTION INC,"{""round_payment_count"": 2, ""quarters"": ""2025Q2, 2025Q4"", ""amounts_sample"": ""$3,000, $5,500""}"
I,Round number clustering,LOW,S001195,Jason Smith,R,MO,,,"2 round-dollar payments to 45PRESS INC, total $7,000",7000.0,45PRESS INC,"{""round_payment_count"": 2, ""quarters"": ""2025Q1"", ""amounts_sample"": ""$2,000, $5,000""}"
I,Round number clustering,LOW,C001059,Jim Costa,D,CA,,,"2 round-dollar payments to PUNCHBOWL NEWS, total $7,000",7000.0,PUNCHBOWL NEWS,"{""round_payment_count"": 2, ""quarters"": ""2024Q4, 2025Q4"", ""amounts_sample"": ""$3,500, $3,500""}"
I,Round number clustering,LOW,B001300,Nanette Diaz Barragán,D,CA,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,C001067,Yvette D. Clarke,D,NY,,,"2 round-dollar payments to 45PRESS INC, total $6,000",6000.0,45PRESS INC,"{""round_payment_count"": 2, ""quarters"": ""2025Q2"", ""amounts_sample"": ""$3,000, $3,000""}"
I,Round number clustering,LOW,C001110,J. Luis Correa,D,CA,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,V000130,Juan Vargas,D,CA,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,D000230,Donald G. Davis,D,NC,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,S001224,Keith Self,R,TX,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,M001137,Gregory W. Meeks,D,NY,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,D000632,Anthony D’Esposito,R,NY,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,F000476,Maxwell Frost,D,FL,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,H001067,Richard Hudson,R,NC,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,J000307,John James,R,MI,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,T000472,Mark Takano,D,CA,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,M001219,James C. Moylan,R,GU,,,"3 round-dollar payments to JOHN G MAFNAS, total $6,000",6000.0,JOHN G MAFNAS,"{""round_payment_count"": 3, ""quarters"": ""2025Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,S001218,Melanie A. Stansbury,D,NM,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,S001200,Darren Soto,D,FL,,,"3 round-dollar payments to INDIGOVERN LLC, total $6,000",6000.0,INDIGOVERN LLC,"{""round_payment_count"": 3, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,000, $2,000, $2,000""}"
I,Round number clustering,LOW,T000193,Bennie G. Thompson,D,MS,,,"2 round-dollar payments to TRACEY JONES, total $5,500",5500.0,TRACEY JONES,"{""round_payment_count"": 2, ""quarters"": ""2024Q4, 2025Q4"", ""amounts_sample"": ""$2,500, $3,000""}"
I,Round number clustering,LOW,D000624,Debbie Dingell,D,MI,,,"2 round-dollar payments to CAROL D ERTEL, total $5,000",5000.0,CAROL D ERTEL,"{""round_payment_count"": 2, ""quarters"": ""2024Q4, 2025Q2"", ""amounts_sample"": ""$2,500, $2,500""}"
I,Round number clustering,LOW,R000614,Chip Roy,R,TX,,,"2 round-dollar payments to CRITICAL MENTION INC, total $5,000",5000.0,CRITICAL MENTION INC,"{""round_payment_count"": 2, ""quarters"": ""2024Q4"", ""amounts_sample"": ""$2,500, $2,500""}"
I,Round number clustering,LOW,B000740,Stephanie I. Bice,R,OK,,,"2 round-dollar payments to FINANCIAL DISCLOSURE SERVICES, total $4,000",4000.0,FINANCIAL DISCLOSURE SERVICES,"{""round_payment_count"": 2, ""quarters"": ""2025Q3"", ""amounts_sample"": ""$2,000, $2,000""}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with CAMPBELL DEVELOPMENT LLC: +$1,275.00 and -$1,275.00, 4 days apart",1275.0,CAMPBELL DEVELOPMENT LLC,"{""positive_amount"": 1275.0, ""negative_amount"": -1275.0, ""days_apart"": 4, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with CAMPBELL DEVELOPMENT LLC: +$1,275.00 and -$1,275.00, 0 days apart",1275.0,CAMPBELL DEVELOPMENT LLC,"{""positive_amount"": 1275.0, ""negative_amount"": -1275.0, ""days_apart"": 0, ""positive_date"": ""2024-10-20"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with CAMPBELL DEVELOPMENT LLC: +$1,275.00 and -$1,275.00, 27 days apart",1275.0,CAMPBELL DEVELOPMENT LLC,"{""positive_amount"": 1275.0, ""negative_amount"": -1275.0, ""days_apart"": 27, ""positive_date"": ""2024-11-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with CAMPBELL DEVELOPMENT LLC: +$1,275.00 and -$1,275.00, 57 days apart",1275.0,CAMPBELL DEVELOPMENT LLC,"{""positive_amount"": 1275.0, ""negative_amount"": -1275.0, ""days_apart"": 57, ""positive_date"": ""2024-12-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with HOBART STRATEGIES LLC: +$1,400.00 and -$1,400.00, 4 days apart",1400.0,HOBART STRATEGIES LLC,"{""positive_amount"": 1400.0, ""negative_amount"": -1400.0, ""days_apart"": 4, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with HOBART STRATEGIES LLC: +$1,400.00 and -$1,400.00, 0 days apart",1400.0,HOBART STRATEGIES LLC,"{""positive_amount"": 1400.0, ""negative_amount"": -1400.0, ""days_apart"": 0, ""positive_date"": ""2024-10-20"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with HOBART STRATEGIES LLC: +$1,400.00 and -$1,400.00, 27 days apart",1400.0,HOBART STRATEGIES LLC,"{""positive_amount"": 1400.0, ""negative_amount"": -1400.0, ""days_apart"": 27, ""positive_date"": ""2024-11-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with HOBART STRATEGIES LLC: +$1,400.00 and -$1,400.00, 57 days apart",1400.0,HOBART STRATEGIES LLC,"{""positive_amount"": 1400.0, ""negative_amount"": -1400.0, ""days_apart"": 57, ""positive_date"": ""2024-12-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with LAWSON CHRISTOPHER L.: +$1,486.27 and -$1,486.27, 8 days apart",1486.27,LAWSON CHRISTOPHER L.,"{""positive_amount"": 1486.27, ""negative_amount"": -1486.27, ""days_apart"": 8, ""positive_date"": ""2025-04-14"", ""negative_date"": ""2025-04-22"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with LAWSON CHRISTOPHER L.: +$1,486.27 and -$1,486.27, 0 days apart",1486.27,LAWSON CHRISTOPHER L.,"{""positive_amount"": 1486.27, ""negative_amount"": -1486.27, ""days_apart"": 0, ""positive_date"": ""2025-04-22"", ""negative_date"": ""2025-04-22"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with WALKER COUNTY BOARD OF EDUCATION: +$1,200.00 and -$1,200.00, 4 days apart",1200.0,WALKER COUNTY BOARD OF EDUCATION,"{""positive_amount"": 1200.0, ""negative_amount"": -1200.0, ""days_apart"": 4, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with WALKER COUNTY BOARD OF EDUCATION: +$1,200.00 and -$1,200.00, 0 days apart",1200.0,WALKER COUNTY BOARD OF EDUCATION,"{""positive_amount"": 1200.0, ""negative_amount"": -1200.0, ""days_apart"": 0, ""positive_date"": ""2024-10-20"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with WALKER COUNTY BOARD OF EDUCATION: +$1,200.00 and -$1,200.00, 27 days apart",1200.0,WALKER COUNTY BOARD OF EDUCATION,"{""positive_amount"": 1200.0, ""negative_amount"": -1200.0, ""days_apart"": 27, ""positive_date"": ""2024-11-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000055,Robert B. Aderholt,R,AL,,,"Near-exact offset pair with WALKER COUNTY BOARD OF EDUCATION: +$1,200.00 and -$1,200.00, 57 days apart",1200.0,WALKER COUNTY BOARD OF EDUCATION,"{""positive_amount"": 1200.0, ""negative_amount"": -1200.0, ""days_apart"": 57, ""positive_date"": ""2024-12-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000148,Jake Auchincloss,D,MA,,,"Near-exact offset pair with BH PROPERTY III LLC: +$1,500.00 and -$1,500.00, 3 days apart",1500.0,BH PROPERTY III LLC,"{""positive_amount"": 1500.0, ""negative_amount"": -1500.0, ""days_apart"": 3, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000148,Jake Auchincloss,D,MA,,,"Near-exact offset pair with BH PROPERTY III LLC: +$1,500.00 and -$1,500.00, 0 days apart",1500.0,BH PROPERTY III LLC,"{""positive_amount"": 1500.0, ""negative_amount"": -1500.0, ""days_apart"": 0, ""positive_date"": ""2024-10-19"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000148,Jake Auchincloss,D,MA,,,"Near-exact offset pair with BH PROPERTY III LLC: +$1,500.00 and -$1,500.00, 28 days apart",1500.0,BH PROPERTY III LLC,"{""positive_amount"": 1500.0, ""negative_amount"": -1500.0, ""days_apart"": 28, ""positive_date"": ""2024-11-16"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000148,Jake Auchincloss,D,MA,,,"Near-exact offset pair with BH PROPERTY III LLC: +$1,500.00 and -$1,500.00, 58 days apart",1500.0,BH PROPERTY III LLC,"{""positive_amount"": 1500.0, ""negative_amount"": -1500.0, ""days_apart"": 58, ""positive_date"": ""2024-12-16"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000148,Jake Auchincloss,D,MA,,,"Near-exact offset pair with CAPASSO-CRAFTS ST LLC: +$4,213.25 and -$4,213.25, 5 days apart",4213.25,CAPASSO-CRAFTS ST LLC,"{""positive_amount"": 4213.25, ""negative_amount"": -4213.25, ""days_apart"": 5, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000148,Jake Auchincloss,D,MA,,,"Near-exact offset pair with CAPASSO-CRAFTS ST LLC: +$4,213.25 and -$4,213.25, 0 days apart",4213.25,CAPASSO-CRAFTS ST LLC,"{""positive_amount"": 4213.25, ""negative_amount"": -4213.25, ""days_apart"": 0, ""positive_date"": ""2024-10-21"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000148,Jake Auchincloss,D,MA,,,"Near-exact offset pair with CAPASSO-CRAFTS ST LLC: +$4,213.25 and -$4,213.25, 26 days apart",4213.25,CAPASSO-CRAFTS ST LLC,"{""positive_amount"": 4213.25, ""negative_amount"": -4213.25, ""days_apart"": 26, ""positive_date"": ""2024-11-16"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000148,Jake Auchincloss,D,MA,,,"Near-exact offset pair with CAPASSO-CRAFTS ST LLC: +$4,213.25 and -$4,213.25, 56 days apart",4213.25,CAPASSO-CRAFTS ST LLC,"{""positive_amount"": 4213.25, ""negative_amount"": -4213.25, ""days_apart"": 56, ""positive_date"": ""2024-12-16"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000369,Mark E. Amodei,R,NV,,,"Near-exact offset pair with NEVDEX OFFICE PARK LLC: +$7,997.50 and -$7,997.50, 5 days apart",7997.5,NEVDEX OFFICE PARK LLC,"{""positive_amount"": 7997.5, ""negative_amount"": -7997.5, ""days_apart"": 5, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000369,Mark E. Amodei,R,NV,,,"Near-exact offset pair with NEVDEX OFFICE PARK LLC: +$7,997.50 and -$7,997.50, 0 days apart",7997.5,NEVDEX OFFICE PARK LLC,"{""positive_amount"": 7997.5, ""negative_amount"": -7997.5, ""days_apart"": 0, ""positive_date"": ""2024-10-21"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000369,Mark E. Amodei,R,NV,,,"Near-exact offset pair with NEVDEX OFFICE PARK LLC: +$7,997.50 and -$7,997.50, 26 days apart",7997.5,NEVDEX OFFICE PARK LLC,"{""positive_amount"": 7997.5, ""negative_amount"": -7997.5, ""days_apart"": 26, ""positive_date"": ""2024-11-16"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000369,Mark E. Amodei,R,NV,,,"Near-exact offset pair with NEVDEX OFFICE PARK LLC: +$7,997.50 and -$7,997.50, 56 days apart",7997.5,NEVDEX OFFICE PARK LLC,"{""positive_amount"": 7997.5, ""negative_amount"": -7997.5, ""days_apart"": 56, ""positive_date"": ""2024-12-16"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000372,Rick W. Allen,R,GA,,,"Near-exact offset pair with AUGUSTA CORPORATE CENTRE LLC: +$2,652.83 and -$2,652.83, 2 days apart",2652.83,AUGUSTA CORPORATE CENTRE LLC,"{""positive_amount"": 2652.83, ""negative_amount"": -2652.83, ""days_apart"": 2, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-18"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000372,Rick W. Allen,R,GA,,,"Near-exact offset pair with AUGUSTA CORPORATE CENTRE LLC: +$2,652.83 and -$2,652.83, 0 days apart",2652.83,AUGUSTA CORPORATE CENTRE LLC,"{""positive_amount"": 2652.83, ""negative_amount"": -2652.83, ""days_apart"": 0, ""positive_date"": ""2024-10-18"", ""negative_date"": ""2024-10-18"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000372,Rick W. Allen,R,GA,,,"Near-exact offset pair with AUGUSTA CORPORATE CENTRE LLC: +$2,652.83 and -$2,652.83, 29 days apart",2652.83,AUGUSTA CORPORATE CENTRE LLC,"{""positive_amount"": 2652.83, ""negative_amount"": -2652.83, ""days_apart"": 29, ""positive_date"": ""2024-11-16"", ""negative_date"": ""2024-10-18"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000372,Rick W. Allen,R,GA,,,"Near-exact offset pair with AUGUSTA CORPORATE CENTRE LLC: +$2,652.83 and -$2,652.83, 59 days apart",2652.83,AUGUSTA CORPORATE CENTRE LLC,"{""positive_amount"": 2652.83, ""negative_amount"": -2652.83, ""days_apart"": 59, ""positive_date"": ""2024-12-16"", ""negative_date"": ""2024-10-18"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000375,Jodey C. Arrington,R,TX,,,"Near-exact offset pair with ABILENE TOWER LLC: +$1,485.00 and -$1,485.00, 4 days apart",1485.0,ABILENE TOWER LLC,"{""positive_amount"": 1485.0, ""negative_amount"": -1485.0, ""days_apart"": 4, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000375,Jodey C. Arrington,R,TX,,,"Near-exact offset pair with ABILENE TOWER LLC: +$1,485.00 and -$1,485.00, 0 days apart",1485.0,ABILENE TOWER LLC,"{""positive_amount"": 1485.0, ""negative_amount"": -1485.0, ""days_apart"": 0, ""positive_date"": ""2024-10-20"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000375,Jodey C. Arrington,R,TX,,,"Near-exact offset pair with ABILENE TOWER LLC: +$1,485.00 and -$1,485.00, 27 days apart",1485.0,ABILENE TOWER LLC,"{""positive_amount"": 1485.0, ""negative_amount"": -1485.0, ""days_apart"": 27, ""positive_date"": ""2024-11-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000375,Jodey C. Arrington,R,TX,,,"Near-exact offset pair with ABILENE TOWER LLC: +$1,485.00 and -$1,485.00, 57 days apart",1485.0,ABILENE TOWER LLC,"{""positive_amount"": 1485.0, ""negative_amount"": -1485.0, ""days_apart"": 57, ""positive_date"": ""2024-12-16"", ""negative_date"": ""2024-10-20"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000375,Jodey C. Arrington,R,TX,,,"Near-exact offset pair with BENJAMIN OFFICE SUPPLY & SERVICES INC: +$2,399.00 and -$2,399.00, 0 days apart",2399.0,BENJAMIN OFFICE SUPPLY & SERVICES INC,"{""positive_amount"": 2399.0, ""negative_amount"": -2399.0, ""days_apart"": 0, ""positive_date"": ""2025-06-11"", ""negative_date"": ""2025-06-11"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000375,Jodey C. Arrington,R,TX,,,"Near-exact offset pair with BENJAMIN OFFICE SUPPLY & SERVICES INC: +$1,629.00 and -$1,629.00, 0 days apart",1629.0,BENJAMIN OFFICE SUPPLY & SERVICES INC,"{""positive_amount"": 1629.0, ""negative_amount"": -1629.0, ""days_apart"": 0, ""positive_date"": ""2025-06-11"", ""negative_date"": ""2025-06-11"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000375,Jodey C. Arrington,R,TX,,,"Near-exact offset pair with CHASEJODIHALL LLC: +$4,500.00 and -$4,500.00, 5 days apart",4500.0,CHASEJODIHALL LLC,"{""positive_amount"": 4500.0, ""negative_amount"": -4500.0, ""days_apart"": 5, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000375,Jodey C. Arrington,R,TX,,,"Near-exact offset pair with CHASEJODIHALL LLC: +$4,500.00 and -$4,500.00, 0 days apart",4500.0,CHASEJODIHALL LLC,"{""positive_amount"": 4500.0, ""negative_amount"": -4500.0, ""days_apart"": 0, ""positive_date"": ""2024-10-21"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000375,Jodey C. Arrington,R,TX,,,"Near-exact offset pair with CHASEJODIHALL LLC: +$4,500.00 and -$4,500.00, 26 days apart",4500.0,CHASEJODIHALL LLC,"{""positive_amount"": 4500.0, ""negative_amount"": -4500.0, ""days_apart"": 26, ""positive_date"": ""2024-11-16"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000375,Jodey C. Arrington,R,TX,,,"Near-exact offset pair with CHASEJODIHALL LLC: +$4,500.00 and -$4,500.00, 56 days apart",4500.0,CHASEJODIHALL LLC,"{""positive_amount"": 4500.0, ""negative_amount"": -4500.0, ""days_apart"": 56, ""positive_date"": ""2024-12-16"", ""negative_date"": ""2024-10-21"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000376,Colin Z. Allred,D,TX,,,"Near-exact offset pair with SAF 100 N CENTRAL LTD: +$3,655.08 and -$3,655.08, 3 days apart",3655.08,SAF 100 N CENTRAL LTD,"{""positive_amount"": 3655.08, ""negative_amount"": -3655.08, ""days_apart"": 3, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000376,Colin Z. Allred,D,TX,,,"Near-exact offset pair with SAF 100 N CENTRAL LTD: +$3,655.08 and -$3,655.08, 0 days apart",3655.08,SAF 100 N CENTRAL LTD,"{""positive_amount"": 3655.08, ""negative_amount"": -3655.08, ""days_apart"": 0, ""positive_date"": ""2024-10-19"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000376,Colin Z. Allred,D,TX,,,"Near-exact offset pair with SAF 100 N CENTRAL LTD: +$3,655.08 and -$3,655.08, 28 days apart",3655.08,SAF 100 N CENTRAL LTD,"{""positive_amount"": 3655.08, ""negative_amount"": -3655.08, ""days_apart"": 28, ""positive_date"": ""2024-11-16"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000376,Colin Z. Allred,D,TX,,,"Near-exact offset pair with SAF 100 N CENTRAL LTD: +$3,655.08 and -$3,655.08, 58 days apart",3655.08,SAF 100 N CENTRAL LTD,"{""positive_amount"": 3655.08, ""negative_amount"": -3655.08, ""days_apart"": 58, ""positive_date"": ""2024-12-16"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000379,Mark Alford,R,MO,,,"Near-exact offset pair with HALES HOLDINGS 1 LLC: +$1,769.59 and -$1,769.59, 3 days apart",1769.59,HALES HOLDINGS 1 LLC,"{""positive_amount"": 1769.59, ""negative_amount"": -1769.59, ""days_apart"": 3, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000379,Mark Alford,R,MO,,,"Near-exact offset pair with HALES HOLDINGS 1 LLC: +$1,769.59 and -$1,769.59, 0 days apart",1769.59,HALES HOLDINGS 1 LLC,"{""positive_amount"": 1769.59, ""negative_amount"": -1769.59, ""days_apart"": 0, ""positive_date"": ""2024-10-19"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000379,Mark Alford,R,MO,,,"Near-exact offset pair with HALES HOLDINGS 1 LLC: +$1,769.59 and -$1,769.59, 28 days apart",1769.59,HALES HOLDINGS 1 LLC,"{""positive_amount"": 1769.59, ""negative_amount"": -1769.59, ""days_apart"": 28, ""positive_date"": ""2024-11-16"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000379,Mark Alford,R,MO,,,"Near-exact offset pair with HALES HOLDINGS 1 LLC: +$1,769.59 and -$1,769.59, 58 days apart",1769.59,HALES HOLDINGS 1 LLC,"{""positive_amount"": 1769.59, ""negative_amount"": -1769.59, ""days_apart"": 58, ""positive_date"": ""2024-12-16"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000379,Mark Alford,R,MO,,,"Near-exact offset pair with MICHAEL C SHARP: +$5,000.00 and -$5,000.00, 4 days apart",5000.0,MICHAEL C SHARP,"{""positive_amount"": 5000.0, ""negative_amount"": -5000.0, ""days_apart"": 4, ""positive_date"": ""2025-09-12"", ""negative_date"": ""2025-09-16"", ""offset_pct"": 0.0}"
J,Wash transaction pair,MEDIUM,A000379,Mark Alford,R,MO,,,"Near-exact offset pair with THE HAROLD E JOHNSON COMPANIES INC: +$1,924.00 and -$1,924.00, 3 days apart",1924.0,THE HAROLD E JOHNSON COMPANIES INC,"{""positive_amount"": 1924.0, ""negative_amount"": -1924.0, ""days_apart"": 3, ""positive_date"": ""2024-10-16"", ""negative_date"": ""2024-10-19"", ""offset_pct"": 0.0}"
